index,title,description,price,shippingFee,totalPrice,shippingFrom,status,imageUrl,productLink
"12","135000 PA Ekstra Büyük Emme El Taşınabilir Otomatik Elektrikli Süpürge Ford Explorer Crown Victoria Expedition Focus Ranger Edge","135000 PA Ekstra Büyük Emme El Taşınabilir Otomatik Elektrikli Süpürge Ford Explorer Crown Victoria Expedition Focus Ranger Edge ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 34, 100003197 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","1263.15","0.00","1263.15","Çin","Gönderilemiyor ❌","https://ae-pic-a1.aliexpress-media.com/kf/Se577838db89c4b1d8d80739b619a4b02D.jpg_480x480q75.jpg_.avif","https://tr.aliexpress.com/item/1005008403745891.html?aem_p4p_detail=2026021101011520743239241958200002885522&algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-11&pdp_ext_f=%7B%22order%22%3A%222%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%212746.02%211263.15%21%21%21409.94%21188.57%21%40211b430817708004756623305e4389%2112000044927331173%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=aXefv9hAzPjc&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005008403745891%7C_p_origin_prod%3A&search_p4p_id=2026021101011520743239241958200002885522_3"
"13","220V Gree Çok Fonksiyonlu Büyük Kapasiteli Akıllı Pişirme Özellikli Elektrikli Pilav Pişirici","220V Gree Çok Fonksiyonlu Büyük Kapasiteli Akıllı Pişirme Özellikli Elektrikli Pilav Pişirici ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 606 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","10528.19","0.00","10528.19","Çin","Gönderilebiliyor ✅","https://ae-pic-a1.aliexpress-media.com/kf/S35cd3eb4713e437ea4b8ac5c9b15b835D.png_480x480.png_.avif","https://tr.aliexpress.com/item/1005009174177665.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-12&pdp_ext_f=%7B%22order%22%3A%223%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2123927.67%2110528.19%21%21%213572.04%211571.70%21%40211b430817708004756623305e4389%2112000048195886541%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=F0qkOvzWM7W8&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009174177665%7C_p_origin_prod%3A"
"14","220 V Joyoung Sağlık Su Isıtıcısı 316L Paslanmaz Çelik Çok Fonksiyonlu Elektrikli Su Kazanı çay makinesi Otomatik Ocak AP","220 V Joyoung Sağlık Su Isıtıcısı 316L Paslanmaz Çelik Çok Fonksiyonlu Elektrikli Su Kazanı çay makinesi Otomatik Ocak AP ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 640 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","5426.27","0.00","5426.27","Çin","Gönderilebiliyor ✅","https://ae-pic-a1.aliexpress-media.com/kf/S0a7ee053685447a789987eccbadb2082M.jpg_480x480q75.jpg_.avif","https://tr.aliexpress.com/item/1005009603746077.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-13&pdp_ext_f=%7B%22order%22%3A%222%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2112332.39%215426.27%21%21%211841.04%21810.06%21%40211b430817708004756623305e4389%2112000049602584378%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=WqViiybGOPiv&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009603746077%7C_p_origin_prod%3A"
"15","220V Duvara monte Profesyonel Yüksek güçlü Otel Ev Banyo Tuvalet Duvara monte Saç Kurutma Makinesi Saç Kurutma Makinesi Kurutucu C","220V Duvara monte Profesyonel Yüksek güçlü Otel Ev Banyo Tuvalet Duvara monte Saç Kurutma Makinesi Saç Kurutma Makinesi Kurutucu C ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 614 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","4838.06","0.00","4838.06","Çin","Gönderilebiliyor ✅","https://ae-pic-a1.aliexpress-media.com/kf/S8f4549070528468faa1ec86300c80b78a.png_480x480.png_.avif","https://tr.aliexpress.com/item/1005009337603552.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-14&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2110751.25%214838.06%21%21%211605.00%21722.25%21%40211b430817708004756623305e4389%2112000048798676219%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=zRWUu46WTATP&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009337603552%7C_p_origin_prod%3A"
"17","220V Duvara monte Profesyonel Yüksek güçlü Otel Ev Banyo Tuvalet Duvara monte Saç Kurutma Makinesi Saç Kurutma Makinesi Kurutucu AF","220V Duvara monte Profesyonel Yüksek güçlü Otel Ev Banyo Tuvalet Duvara monte Saç Kurutma Makinesi Saç Kurutma Makinesi Kurutucu AF ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 614 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","4849.33","0.00","4849.33","Çin","Gönderilebiliyor ✅","https://ae-pic-a1.aliexpress-media.com/kf/S888007f0e44941f2a7cfda64c4897e01T.png_480x480.png_.avif","https://tr.aliexpress.com/item/1005009337522871.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-16&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2111073.79%214849.33%21%21%211653.15%21723.93%21%40211b430817708004756623305e4389%2112000048798579501%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895%3BpisId%3A5000000197242157&curPageLogUid=I1NDOuzFRvAT&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009337522871%7C_p_origin_prod%3A"
"18","220V Otomatik Alman Ekmek Kızartma Makinesi Ev Kullanımı Taşınabilir Sandviç Makinesi Kompakt Kahvaltı Makinesi EC","220V Otomatik Alman Ekmek Kızartma Makinesi Ev Kullanımı Taşınabilir Sandviç Makinesi Kompakt Kahvaltı Makinesi EC ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 64305 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","6831.37","0.00","6831.37","Çin","Gönderilebiliyor ✅","https://ae-pic-a1.aliexpress-media.com/kf/S291e2bd9b3204cedbde481993b3e2f6b1.png_480x480.png_.avif","https://tr.aliexpress.com/item/1005009524661927.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-17&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2114850.80%216831.37%21%21%212217.00%211019.82%21%40211b430817708004756623305e4389%2112000049362916338%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=TGTnSPWKKR1B&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009524661927%7C_p_origin_prod%3A"
"19","220V IRUS Retro Ekmek Kızartma Makinesi Ekmek Yapma Makinesi Sandviç Izgara Kahvaltı Makinesi Ev Kullanımı için EW","220V IRUS Retro Ekmek Kızartma Makinesi Ekmek Yapma Makinesi Sandviç Izgara Kahvaltı Makinesi Ev Kullanımı için EW ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 64305 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","7087.12","0.00","7087.12","Çin","Gönderilebiliyor ✅","https://ae01.alicdn.com/kf/Sae8fba672f1040c9a2e976685bf15ce7J/188x64.png","https://tr.aliexpress.com/item/1005009338578024.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-18&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2115406.78%217087.12%21%21%212300.00%211058.00%21%40211b430817708004756623305e4389%2112000048800255660%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=XhEZ4bSvrURW&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009338578024%7C_p_origin_prod%3A"
"20","USB/110V/220V olayks Büyük Kapasiteli Taşınabilir Meyve Sıkacağı Blender Buz Kırıcı Smoothie Cup EB","USB/110V/220V olayks Büyük Kapasiteli Taşınabilir Meyve Sıkacağı Blender Buz Kırıcı Smoothie Cup EB ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 611 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","5882.31","0.00","5882.31","Çin","Gönderilebiliyor ✅","https://ae01.alicdn.com/kf/Sae8fba672f1040c9a2e976685bf15ce7J/188x64.png","https://tr.aliexpress.com/item/1005009955071309.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-19&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2112787.63%215882.31%21%21%211909.00%21878.14%21%40211b430817708004756623305e4389%2112000050677174709%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=8n73qaGbp032&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009955071309%7C_p_origin_prod%3A"
"21","220V Alman Tost Makinesi Ekmek Makinesi Otomatik Kahvaltı Tost Makinesi Çok Fonksiyonlu Ev Ticari Kullanım İçin BBD","220V Alman Tost Makinesi Ekmek Makinesi Otomatik Kahvaltı Tost Makinesi Çok Fonksiyonlu Ev Ticari Kullanım İçin BBD ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 64305 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","9237.90","0.00","9237.90","Çin","Gönderilebiliyor ✅","https://ae01.alicdn.com/kf/Sae8fba672f1040c9a2e976685bf15ce7J/188x64.png","https://tr.aliexpress.com/item/1005009338762483.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-20&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2120082.40%219237.90%21%21%212998.00%211379.08%21%40211b430817708004756623305e4389%2112000048801147464%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=96XW1Dh0Cc65&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009338762483%7C_p_origin_prod%3A"
"22","220V Mantai İndüksiyon Ocak 3500W Ev İçin Yüksek Güçlü İçbükey Tasarım BBL","220V Mantai İndüksiyon Ocak 3500W Ev İçin Yüksek Güçlü İçbükey Tasarım BBL ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 64304 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","7530.84","0.00","7530.84","Çin","Gönderilebiliyor ✅","https://ae01.alicdn.com/kf/Sae8fba672f1040c9a2e976685bf15ce7J/188x64.png","https://tr.aliexpress.com/item/1005009585513737.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-21&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2116371.38%217530.84%21%21%212444.00%211124.24%21%40211b430817708004756623305e4389%2112000049541051845%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=d7Z3DJX1C9zG&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009585513737%7C_p_origin_prod%3A"
"23","220 V Otomatik Midea Sıkacağı Küçük Ev Büyük Kalibreli Yavaş Taşlama Meyve Ayırıcı Temizlemesi Kolay Orijinal Meyve Suyu Makinesi C","220 V Otomatik Midea Sıkacağı Küçük Ev Büyük Kalibreli Yavaş Taşlama Meyve Ayırıcı Temizlemesi Kolay Orijinal Meyve Suyu Makinesi C ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 611 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","8003.62","0.00","8003.62","Çin","Gönderilebiliyor ✅","https://ae01.alicdn.com/kf/Sae8fba672f1040c9a2e976685bf15ce7J/188x64.png","https://tr.aliexpress.com/item/1005009306123546.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-22&pdp_ext_f=%7B%22order%22%3A%221%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2117399.14%218003.62%21%21%212597.43%211194.82%21%40211b430817708004756623305e4389%2112000048686357311%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=GtVu8r3F6GnO&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009306123546%7C_p_origin_prod%3A"
"24","220V Yamamoto Ekmek Yapma Makinesi Otomatik Tost Makinesi Sandviç Makinesi Ev Kullanımı için Kahvaltı Makinesi DD","220V Yamamoto Ekmek Yapma Makinesi Otomatik Tost Makinesi Sandviç Makinesi Ev Kullanımı için Kahvaltı Makinesi DD ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 64305 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","4692.91","0.00","4692.91","Çin","Gönderilebiliyor ✅","https://ae01.alicdn.com/kf/Sae8fba672f1040c9a2e976685bf15ce7J/188x64.png","https://tr.aliexpress.com/item/1005009338439517.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-23&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2110201.97%214692.91%21%21%211523.00%21700.58%21%40211b430817708004756623305e4389%2112000048800503179%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=6sttBfOrbzOW&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009338439517%7C_p_origin_prod%3A"
"25","USB/110V/220V olayks Büyük Kapasiteli Taşınabilir Meyve Sıkacağı Blender Buz Kırıcı Smoothie Cup EB","USB/110V/220V olayks Büyük Kapasiteli Taşınabilir Meyve Sıkacağı Blender Buz Kırıcı Smoothie Cup EB ürününü Aliexpress'den  karşılığında satın alın. Daha fazla 6, 611 ve  ürün bulun. ✓Dünya Çapında Ücretsiz Gönderimin Keyfini Çıkarın! ✓Sınırlı Süreli İndirim ✓Kolay İade.","5882.31","0.00","5882.31","Çin","Gönderilebiliyor ✅","https://ae01.alicdn.com/kf/Sae8fba672f1040c9a2e976685bf15ce7J/188x64.png","https://tr.aliexpress.com/item/1005009954898331.html?algo_pvid=de41e30d-4cee-42bc-842b-b3517dd367eb&algo_exp_id=de41e30d-4cee-42bc-842b-b3517dd367eb-24&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21TRY%2112787.63%215882.31%21%21%211909.00%21878.14%21%40211b430817708004756623305e4389%2112000050676727268%21sea%21TR%212808232200%21ABX%211%210%21n_tag%3A-29910%3Bd%3Af700e6dd%3Bm03_new_user%3A-29895&curPageLogUid=qBbedQx9wVAk&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005009954898331%7C_p_origin_prod%3A"
